SQLDATE,Actor1Name,Actor2Name,EventCode,EventBaseCode,EventRootCode,AvgTone,NumArticles,ActionGeo_FullName,text_input
2025-10-07,BENIN,BENIN,20,20,2,0.54945054945055,10,Benin,BENIN 20 20 2 BENIN Benin
2025-10-07,BENIN,NIGERIAN,20,20,2,-1.24069478908189,2,Benin,BENIN 20 20 2 NIGERIAN Benin
2025-01-30,BENIN,GOVERNMENT,20,20,2,-0.75400565504241,3,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-01-31,BENIN,STUDENT,20,20,2,2.23642172523962,2,Benin,BENIN 20 20 2 STUDENT Benin
2025-08-06,BENIN,,20,20,2,5.89887640449438,1,Benin,BENIN 20 20 2 Benin
2025-08-06,BENIN,COMMUNITY,20,20,2,0.0,4,Benin,BENIN 20 20 2 COMMUNITY Benin
2025-12-04,COTONOU,AFRICA,20,20,2,-0.99337748344371,6,Benin,COTONOU 20 20 2 AFRICA Benin
2025-12-04,COTONOU,AFRICA,20,20,2,-0.99337748344371,2,Benin,COTONOU 20 20 2 AFRICA Benin
2025-12-04,COTONOU,GUINEA,20,20,2,-0.99337748344371,2,Benin,COTONOU 20 20 2 GUINEA Benin
2025-02-10,BENIN,,20,20,2,-4.75161987041037,2,Benin,BENIN 20 20 2 Benin
2025-07-29,BENIN,,20,20,2,-0.7905138339921,5,Benin,BENIN 20 20 2 Benin
2025-07-29,BENIN,DEMOCRATIC PARTY,20,20,2,2.97872340425532,4,Benin,BENIN 20 20 2 DEMOCRATIC PARTY Benin
2025-10-07,BENIN,GOVERNMENT,20,20,2,3.68852459016393,4,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-10-07,BENIN,NIGERIA,20,20,2,5.0199203187251,1,Benin,BENIN 20 20 2 NIGERIA Benin
2025-10-07,BENIN,BRITAIN,20,20,2,5.0199203187251,1,Benin,BENIN 20 20 2 BRITAIN Benin
2025-07-16,BENIN,JOURNALIST,20,20,2,-7.72727272727273,10,Benin,BENIN 20 20 2 JOURNALIST Benin
2025-07-28,BENIN,AFRICA,20,20,2,-1.40845070422535,10,"Ouidah, Atlantique, Benin","BENIN 20 20 2 AFRICA Ouidah, Atlantique, Benin"
2025-10-24,BENIN,,20,20,2,0.0,10,Benin,BENIN 20 20 2 Benin
2025-07-17,BENIN,,20,20,2,-2.3121387283237,2,Benin,BENIN 20 20 2 Benin
2025-07-17,BENIN,JOURNALIST,20,20,2,-7.8804347826087,2,Benin,BENIN 20 20 2 JOURNALIST Benin
2025-07-17,BENIN,RESIDENTS,20,20,2,-3.75335120643432,4,Benin,BENIN 20 20 2 RESIDENTS Benin
2026-02-24,BENIN,NIGERIA,20,20,2,-4.27350427350427,2,Benin,BENIN 20 20 2 NIGERIA Benin
2025-05-11,BENIN,,20,20,2,3.04054054054054,3,Benin,BENIN 20 20 2 Benin
2025-01-15,BENIN,NIGER,20,20,2,-5.02958579881657,10,Benin,BENIN 20 20 2 NIGER Benin
2025-06-10,BENIN,,20,20,2,0.3690036900369,3,Benin,BENIN 20 20 2 Benin
2025-06-10,BENIN,STATE MINIST,20,20,2,-1.03092783505154,2,Benin,BENIN 20 20 2 STATE MINIST Benin
2025-06-10,BENIN,NIGER,20,20,2,-4.26703372333104,5,Benin,BENIN 20 20 2 NIGER Benin
2025-02-19,BENIN,,20,20,2,1.75438596491228,4,Benin,BENIN 20 20 2 Benin
2025-05-24,BENIN,LANDLORD,20,20,2,-12.6436781609196,4,Benin,BENIN 20 20 2 LANDLORD Benin
2025-12-11,BENIN,TOGO,20,20,2,-5.01474926253687,5,Benin,BENIN 20 20 2 TOGO Benin
2025-03-10,BENIN,,20,20,2,-2.52525252525252,4,Benin,BENIN 20 20 2 Benin
2026-01-15,BENIN,,20,20,2,6.11620795107033,2,Benin,BENIN 20 20 2 Benin
2026-01-16,BENIN,SCHOOL,20,20,2,-5.27472527472527,10,Benin,BENIN 20 20 2 SCHOOL Benin
2026-01-15,BENIN,BENIN CITY,20,20,2,6.11620795107033,2,Benin,BENIN 20 20 2 BENIN CITY Benin
2025-07-04,BENIN,,20,20,2,6.49350649350649,2,Benin,BENIN 20 20 2 Benin
2025-07-04,BENIN,GOVERNANCE,20,20,2,-2.46153846153846,2,Benin,BENIN 20 20 2 GOVERNANCE Benin
2025-04-30,BENIN,,20,20,2,-3.73134328358209,10,Benin,BENIN 20 20 2 Benin
2026-03-11,BENIN,,20,20,2,1.70575692963752,4,Benin,BENIN 20 20 2 Benin
2025-03-07,BENIN,,20,20,2,-8.40630472854645,2,Benin,BENIN 20 20 2 Benin
2025-11-13,BENIN,,20,20,2,4.75687103594081,4,"Couffo, Kouffo, Benin","BENIN 20 20 2 Couffo, Kouffo, Benin"
2025-11-13,BENIN,POLICE,20,20,2,-5.01792114695341,4,"Porga, Atakora, Benin","BENIN 20 20 2 POLICE Porga, Atakora, Benin"
2026-03-03,BENIN,,20,20,2,5.61425563091015,10,"Borgou, Borgou, Benin","BENIN 20 20 2 Borgou, Borgou, Benin"
2026-03-03,BENIN,,20,20,2,-0.40322580645161,2,Benin,BENIN 20 20 2 Benin
2026-03-26,BENINESE,,20,20,2,-6.02006688963211,2,Benin,BENINESE 20 20 2 Benin
2026-03-26,BENINESE,,20,20,2,-6.02006688963211,3,Benin,BENINESE 20 20 2 Benin
2025-01-28,BENIN,CITIZEN,20,20,2,3.08880308880308,4,Benin,BENIN 20 20 2 CITIZEN Benin
2025-12-05,COTONOU,AFRICA,20,20,2,-0.99337748344371,12,Benin,COTONOU 20 20 2 AFRICA Benin
2025-12-05,BENIN,GOVERNOR,20,20,2,2.92397660818714,1,Benin,BENIN 20 20 2 GOVERNOR Benin
2025-12-05,BENIN,VATICAN,20,20,2,-4.05770964833183,5,Benin,BENIN 20 20 2 VATICAN Benin
2025-12-05,COTONOU,AFRICA,20,20,2,-0.99337748344371,4,Benin,COTONOU 20 20 2 AFRICA Benin
2025-12-05,COTONOU,GUINEA,20,20,2,-0.99337748344371,4,Benin,COTONOU 20 20 2 GUINEA Benin
2025-08-25,BENIN,NIGERIAN,20,20,2,0.15396458814473,8,Benin,BENIN 20 20 2 NIGERIAN Benin
2025-10-05,BENIN,,20,20,2,2.33236151603498,3,Benin,BENIN 20 20 2 Benin
2025-10-05,BENIN,DELEGATE,20,20,2,2.38473767885533,4,Benin,BENIN 20 20 2 DELEGATE Benin
2025-02-20,BENIN,,20,20,2,4.82954545454545,10,Benin,BENIN 20 20 2 Benin
2026-01-29,BENIN,THE WEST AFRICAN COUNTRY,20,20,2,1.62412993039444,4,Benin,BENIN 20 20 2 THE WEST AFRICAN COUNTRY Benin
2025-11-17,BENIN,UGANDA,20,20,2,-3.32699619771863,1,Benin,BENIN 20 20 2 UGANDA Benin
2025-11-17,BENIN,UGANDA,20,20,2,-3.32699619771863,3,Benin,BENIN 20 20 2 UGANDA Benin
2025-08-29,BENIN,,20,20,2,-2.56410256410257,4,Benin,BENIN 20 20 2 Benin
2025-02-27,BENIN,,20,20,2,-7.16723549488054,10,Benin,BENIN 20 20 2 Benin
2025-02-14,BENIN,,20,20,2,-3.95061728395062,10,Benin,BENIN 20 20 2 Benin
2025-02-14,BENIN,POLICE,20,20,2,4.50450450450451,10,Benin,BENIN 20 20 2 POLICE Benin
2025-12-13,BENIN,,20,20,2,-6.32737276478676,4,Benin,BENIN 20 20 2 Benin
2025-05-12,BENIN,,20,20,2,2.79898218829517,4,Benin,BENIN 20 20 2 Benin
2025-05-12,BENIN,,20,20,2,-0.62893081761007,10,Benin,BENIN 20 20 2 Benin
2025-05-08,BENIN,,20,20,2,-0.83612040133779,4,Benin,BENIN 20 20 2 Benin
2025-02-12,BENIN,MAFIA,20,20,2,-1.66270783847981,10,Benin,BENIN 20 20 2 MAFIA Benin
2025-08-09,BENIN,,20,20,2,-1.96078431372549,10,"Ndali, Borgou, Benin","BENIN 20 20 2 Ndali, Borgou, Benin"
2025-08-09,BENIN,BENIN,20,20,2,-1.75438596491228,5,Benin,BENIN 20 20 2 BENIN Benin
2025-11-06,BENIN,,20,20,2,2.5,4,Benin,BENIN 20 20 2 Benin
2025-03-14,BENIN,,20,20,2,4.29645542427498,4,Benin,BENIN 20 20 2 Benin
2025-08-25,BENIN,PARTY MEMBER,20,20,2,-3.55731225296442,4,Benin,BENIN 20 20 2 PARTY MEMBER Benin
2025-04-11,BENIN,BENIN,20,20,2,-1.58982511923688,10,Benin,BENIN 20 20 2 BENIN Benin
2025-12-19,BENIN,,20,20,2,0.0,4,Benin,BENIN 20 20 2 Benin
2025-12-19,BENIN,THE UN,20,20,2,-5.720823798627,5,Benin,BENIN 20 20 2 THE UN Benin
2025-02-13,BENIN,,20,20,2,-3.63321799307959,5,Benin,BENIN 20 20 2 Benin
2025-02-14,BENIN,GOVERNOR,20,20,2,-3.5490605427975,5,Benin,BENIN 20 20 2 GOVERNOR Benin
2025-10-28,BENIN,,20,20,2,0.38759689922481,2,Benin,BENIN 20 20 2 Benin
2025-10-03,BENIN,,20,20,2,0.71428571428571,2,Benin,BENIN 20 20 2 Benin
2025-10-17,BENIN,,20,20,2,5.90717299578059,10,Benin,BENIN 20 20 2 Benin
2025-05-14,BENIN,,20,20,2,-7.32265446224258,10,Benin,BENIN 20 20 2 Benin
2025-11-14,BENIN,,20,20,2,-1.61290322580645,4,Benin,BENIN 20 20 2 Benin
2026-03-12,BENIN,FRANCE,20,20,2,-0.625,10,"Godomey, Atlantique, Benin","BENIN 20 20 2 FRANCE Godomey, Atlantique, Benin"
2025-03-11,BENIN,AFRICA,20,20,2,-5.52070263488081,4,Benin,BENIN 20 20 2 AFRICA Benin
2025-11-10,BENIN,,20,20,2,-0.14749262536873,2,Benin,BENIN 20 20 2 Benin
2025-11-10,BENIN,GOVERNOR,20,20,2,2.2038567493113,4,Benin,BENIN 20 20 2 GOVERNOR Benin
2025-07-15,BENIN,,20,20,2,1.94444444444444,3,Benin,BENIN 20 20 2 Benin
2025-12-08,BENIN,GOVERNMENT,20,20,2,-3.83693045563549,1,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-12-08,BENIN,BENIN,20,20,2,-8.2051282051282,10,Benin,BENIN 20 20 2 BENIN Benin
2025-12-08,BENIN,GOVERNMENT,20,20,2,-3.83693045563549,2,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-08-05,BENIN,AFRICA,20,20,2,5.18867924528302,3,"Abomey, Zou, Benin","BENIN 20 20 2 AFRICA Abomey, Zou, Benin"
2025-03-24,BENIN,,20,20,2,3.15533980582525,4,Benin,BENIN 20 20 2 Benin
2025-03-09,BENIN,RESIDENTS,20,20,2,-3.82775119617225,4,Benin,BENIN 20 20 2 RESIDENTS Benin
2026-03-13,BENIN,SENEGAL,20,20,2,-1.00200400801604,8,Benin,BENIN 20 20 2 SENEGAL Benin
2026-03-13,BENIN,CRIMINAL,20,20,2,-0.31055900621118,10,Benin,BENIN 20 20 2 CRIMINAL Benin
2026-03-13,COTONOU,STUDENT,20,20,2,2.20588235294118,10,Benin,COTONOU 20 20 2 STUDENT Benin
2026-03-05,BENIN,,20,20,2,-0.24875621890547,10,Benin,BENIN 20 20 2 Benin
2025-09-12,BENIN,,20,20,2,5.90909090909091,5,Benin,BENIN 20 20 2 Benin
2025-09-12,BENIN,ACTOR,20,20,2,5.90909090909091,5,Benin,BENIN 20 20 2 ACTOR Benin
2025-04-24,BENIN,FRENCH,20,20,2,-2.31023102310231,2,Benin,BENIN 20 20 2 FRENCH Benin
2025-04-24,BENIN,FRENCH,20,20,2,-2.31023102310231,8,Benin,BENIN 20 20 2 FRENCH Benin
2025-09-28,BENIN,CULPRIT,20,20,2,-7.38060781476125,1,Benin,BENIN 20 20 2 CULPRIT Benin
2025-09-28,BENIN,CULPRIT,20,20,2,-7.38060781476125,1,Benin,BENIN 20 20 2 CULPRIT Benin
2025-05-16,BENIN,GOVERNOR,20,20,2,2.01550387596899,4,Benin,BENIN 20 20 2 GOVERNOR Benin
2025-07-30,BENIN,,20,20,2,-0.73529411764705,5,"Ouidah, Atlantique, Benin","BENIN 20 20 2 Ouidah, Atlantique, Benin"
2025-02-06,BENIN,,20,20,2,-0.53908355795148,4,Benin,BENIN 20 20 2 Benin
2025-02-05,BENIN,,20,20,2,-1.63339382940109,10,Benin,BENIN 20 20 2 Benin
2025-02-06,BENINESE,MILITARY,20,20,2,-5.54123711340206,4,"Mekrou, Benin (general), Benin","BENINESE 20 20 2 MILITARY Mekrou, Benin (general), Benin"
2025-02-06,BENIN,MILITARY,20,20,2,-5.54123711340206,1,"Mekrou, Benin (general), Benin","BENIN 20 20 2 MILITARY Mekrou, Benin (general), Benin"
2025-02-06,BENINESE,MILITARY,20,20,2,-5.54123711340206,2,"Mekrou, Benin (general), Benin","BENINESE 20 20 2 MILITARY Mekrou, Benin (general), Benin"
2025-06-13,BENIN,,20,20,2,5.16746411483253,10,Benin,BENIN 20 20 2 Benin
2025-06-13,BENIN,ECONOMIST,20,20,2,2.45614035087719,10,Benin,BENIN 20 20 2 ECONOMIST Benin
2025-01-06,BENIN,MILITARY,20,20,2,-2.09267563527653,10,Benin,BENIN 20 20 2 MILITARY Benin
2025-01-06,BENIN,PRESIDENTIAL CANDIDATE,20,20,2,-0.68027210884354,10,Benin,BENIN 20 20 2 PRESIDENTIAL CANDIDATE Benin
2025-04-08,BENIN,,20,20,2,2.38095238095238,10,Benin,BENIN 20 20 2 Benin
2025-02-02,BENIN,,20,20,2,-5.50964187327823,4,Benin,BENIN 20 20 2 Benin
2025-02-01,BENIN,,20,20,2,1.06951871657754,4,Benin,BENIN 20 20 2 Benin
2025-12-18,BENIN,,20,20,2,-1.41043723554302,8,Benin,BENIN 20 20 2 Benin
2025-12-18,BENIN,ISLAM,20,20,2,-5.27240773286468,5,Benin,BENIN 20 20 2 ISLAM Benin
2025-01-03,BENIN,,20,20,2,-7.02479338842975,10,Benin,BENIN 20 20 2 Benin
2025-02-15,BENIN,POLICE,20,20,2,3.80952380952381,10,Benin,BENIN 20 20 2 POLICE Benin
2025-04-04,BENIN,,20,20,2,2.10696920583469,10,Benin,BENIN 20 20 2 Benin
2025-03-20,BENIN,STAFF MEMBER,20,20,2,-4.93150684931507,4,Benin,BENIN 20 20 2 STAFF MEMBER Benin
2025-04-29,BENIN,,20,20,2,-3.05602716468591,2,Benin,BENIN 20 20 2 Benin
2025-04-29,BENIN,FULANI,20,20,2,-2.25,1,Benin,BENIN 20 20 2 FULANI Benin
2025-11-26,BENIN,ECONOMIC COMMUNITY OF WEST AFRICAN STATES,20,20,2,1.0752688172043,4,Benin,BENIN 20 20 2 ECONOMIC COMMUNITY OF WEST AFRICAN STATES Benin
2025-10-22,COTONOU,,20,20,2,-3.52112676056338,10,Benin,COTONOU 20 20 2 Benin
2025-03-28,BENIN,,20,20,2,-10.1398601398602,2,Benin,BENIN 20 20 2 Benin
2025-03-28,BENIN,GOVERNOR,20,20,2,-5.5306427503737,4,Benin,BENIN 20 20 2 GOVERNOR Benin
2025-03-28,BENIN,BUSINESS,20,20,2,-11.025641025641,4,Benin,BENIN 20 20 2 BUSINESS Benin
2025-03-28,BENIN,MEDIA,20,20,2,-0.80971659919028,4,Benin,BENIN 20 20 2 MEDIA Benin
2025-01-16,BENIN,,20,20,2,6.82196339434276,20,Benin,BENIN 20 20 2 Benin
2025-01-16,COTONOU,FRENCH,20,20,2,-1.73410404624278,10,Benin,COTONOU 20 20 2 FRENCH Benin
2025-01-16,BENIN,TRIBUNAL,20,20,2,-9.83050847457627,4,Benin,BENIN 20 20 2 TRIBUNAL Benin
2025-03-20,BENIN,,20,20,2,-5.04451038575668,4,Benin,BENIN 20 20 2 Benin
2025-03-21,BENIN,,20,20,2,-4.34782608695652,4,Benin,BENIN 20 20 2 Benin
2025-02-18,BENIN,PROTESTER,20,20,2,-3.59477124183006,2,Benin,BENIN 20 20 2 PROTESTER Benin
2025-05-26,BENIN,,20,20,2,1.31941189004901,7,Benin,BENIN 20 20 2 Benin
2025-05-13,BENIN,,20,20,2,-0.5586592178771,10,Benin,BENIN 20 20 2 Benin
2025-05-13,BENIN,GOVERNMENT,20,20,2,9.03614457831325,5,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-08-04,COTONOU,,20,20,2,-0.50761421319797,10,Benin,COTONOU 20 20 2 Benin
2025-08-04,BENIN,BENIN,20,20,2,2.67489711934156,1,Benin,BENIN 20 20 2 BENIN Benin
2025-04-21,BENIN,BURKINA FASO,20,20,2,-2.6448362720403,8,Benin,BENIN 20 20 2 BURKINA FASO Benin
2025-04-21,BENIN,BURKINA FASO,20,20,2,-2.6448362720403,2,Benin,BENIN 20 20 2 BURKINA FASO Benin
2025-01-23,BENIN,,20,20,2,3.73692077727952,10,Benin,BENIN 20 20 2 Benin
2025-06-04,BENIN,,20,20,2,-3.35365853658536,10,Benin,BENIN 20 20 2 Benin
2025-05-07,BENIN,PRESIDENT,20,20,2,-6.17283950617284,2,Benin,BENIN 20 20 2 PRESIDENT Benin
2025-10-08,BENIN,,20,20,2,1.75438596491228,1,Benin,BENIN 20 20 2 Benin
2025-10-08,BENIN,MILITARY,20,20,2,1.75438596491228,2,Benin,BENIN 20 20 2 MILITARY Benin
2025-01-02,BENIN,,20,20,2,1.09649122807017,10,"Allada, Benin (general), Benin","BENIN 20 20 2 Allada, Benin (general), Benin"
2025-05-14,COTONOU,BENIN,20,20,2,-6.0,5,Benin,COTONOU 20 20 2 BENIN Benin
2026-02-17,COTONOU,GOVERNANCE,20,20,2,0.62111801242236,10,Benin,COTONOU 20 20 2 GOVERNANCE Benin
2025-11-18,BENIN,,20,20,2,2.52808988764045,3,Benin,BENIN 20 20 2 Benin
2025-11-18,BENIN,RESIDENTS,20,20,2,2.52808988764045,2,Benin,BENIN 20 20 2 RESIDENTS Benin
2025-04-17,BENIN,,20,20,2,-6.56660412757974,3,Benin,BENIN 20 20 2 Benin
2025-04-17,BENIN,CONSTITUENT,20,20,2,0.96463022508039,2,Benin,BENIN 20 20 2 CONSTITUENT Benin
2025-08-08,BENIN,,20,20,2,-1.96078431372549,10,"Ndali, Borgou, Benin","BENIN 20 20 2 Ndali, Borgou, Benin"
2025-08-08,BENIN,,20,20,2,-1.19581464872944,4,Benin,BENIN 20 20 2 Benin
2025-08-08,BENIN,BENIN,20,20,2,-1.68175937904269,3,Benin,BENIN 20 20 2 BENIN Benin
2025-03-19,BENIN,,20,20,2,2.75482093663912,10,Benin,BENIN 20 20 2 Benin
2025-04-07,BENIN,AFRICA,20,20,2,-1.03420843277645,5,"Ouidah, Atlantique, Benin","BENIN 20 20 2 AFRICA Ouidah, Atlantique, Benin"
2025-09-15,BENIN,,20,20,2,5.95238095238095,5,Benin,BENIN 20 20 2 Benin
2025-09-15,BENIN,ACTOR,20,20,2,5.95238095238095,5,Benin,BENIN 20 20 2 ACTOR Benin
2025-09-15,BENIN,BENIN,20,20,2,-1.41752577319587,10,"Malanville, Atakora, Benin","BENIN 20 20 2 BENIN Malanville, Atakora, Benin"
2025-07-10,BENIN,,20,20,2,4.41176470588236,2,Benin,BENIN 20 20 2 Benin
2025-07-10,BENIN,BANK,20,20,2,4.41176470588236,1,Benin,BENIN 20 20 2 BANK Benin
2025-01-06,BENIN,,20,20,2,-1.17845117845118,2,Benin,BENIN 20 20 2 Benin
2025-05-20,BENIN,,20,20,2,3.90879478827361,4,Benin,BENIN 20 20 2 Benin
2025-09-11,BENIN,,20,20,2,5.00736377025036,5,Benin,BENIN 20 20 2 Benin
2025-09-11,BENIN,ACTOR,20,20,2,5.00736377025036,5,Benin,BENIN 20 20 2 ACTOR Benin
2025-09-22,BENIN,,20,20,2,-3.41880341880342,4,Benin,BENIN 20 20 2 Benin
2026-03-19,BENIN,,20,20,2,-4.56140350877193,10,Benin,BENIN 20 20 2 Benin
2025-06-02,BENIN,,20,20,2,3.21428571428571,8,"Houeyogbe, Benin (general), Benin","BENIN 20 20 2 Houeyogbe, Benin (general), Benin"
2025-06-14,BENIN,AFRICA,20,20,2,-3.16494217894096,2,Benin,BENIN 20 20 2 AFRICA Benin
2025-04-02,BENIN,,20,20,2,-0.16474464579901,10,Benin,BENIN 20 20 2 Benin
2025-04-02,BENIN,DEMOCRATIC PARTY,20,20,2,2.46478873239437,4,Benin,BENIN 20 20 2 DEMOCRATIC PARTY Benin
2025-12-12,BENIN,,20,20,2,-2.79131590607,16,Benin,BENIN 20 20 2 Benin
2025-12-11,BENINESE,,20,20,2,-0.26809651474531,6,Benin,BENINESE 20 20 2 Benin
2025-12-11,BENIN,FRANCE,20,20,2,-2.84263959390863,6,Benin,BENIN 20 20 2 FRANCE Benin
2025-12-11,BENIN,FRANCE,20,20,2,-2.84263959390863,2,Benin,BENIN 20 20 2 FRANCE Benin
2025-06-11,BENIN,,20,20,2,-2.66465560583208,2,Benin,BENIN 20 20 2 Benin
2025-04-15,BENIN,,20,20,2,1.65016501650165,4,Benin,BENIN 20 20 2 Benin
2025-11-04,BENIN,BUSINESS,20,20,2,-3.24324324324325,4,Benin,BENIN 20 20 2 BUSINESS Benin
2025-05-09,BENIN,,20,20,2,-0.51546391752577,2,Benin,BENIN 20 20 2 Benin
2025-09-04,BENIN,ARMY,20,20,2,5.0251256281407,5,Benin,BENIN 20 20 2 ARMY Benin
2025-12-17,BENIN,,20,20,2,6.0,4,Benin,BENIN 20 20 2 Benin
2025-03-25,BENIN,,20,20,2,-3.17348377997179,4,Benin,BENIN 20 20 2 Benin
2025-03-25,BENIN,BENIN,20,20,2,0.0,2,"Pobe, Benin (general), Benin","BENIN 20 20 2 BENIN Pobe, Benin (general), Benin"
2025-03-13,BENIN,,20,20,2,0.28985507246377,10,Benin,BENIN 20 20 2 Benin
2026-01-20,BENIN,,20,20,2,-1.49625935162095,10,Benin,BENIN 20 20 2 Benin
2025-01-08,BENIN,GOVERNMENT,20,20,2,-5.53846153846154,2,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-01-22,BENIN,COMPANY,20,20,2,-2.9020979020979,8,Benin,BENIN 20 20 2 COMPANY Benin
2025-01-22,BENIN,NIGER,20,20,2,-0.95541401273885,2,Benin,BENIN 20 20 2 NIGER Benin
2025-01-22,BENIN,NIGER,20,20,2,-0.95541401273885,10,Benin,BENIN 20 20 2 NIGER Benin
2026-01-27,BENIN,AIRLINE,20,20,2,-1.0016694490818,4,Benin,BENIN 20 20 2 AIRLINE Benin
2025-01-17,BENIN,,20,20,2,6.62824207492795,5,"Djougou, Donga, Benin","BENIN 20 20 2 Djougou, Donga, Benin"
2025-01-17,BENIN,AFRICA,20,20,2,4.32989690721649,10,Benin,BENIN 20 20 2 AFRICA Benin
2025-01-17,BENIN,BENIN,20,20,2,6.62824207492795,5,"Djougou, Donga, Benin","BENIN 20 20 2 BENIN Djougou, Donga, Benin"
2025-04-16,BENIN,,20,20,2,-0.16,4,Benin,BENIN 20 20 2 Benin
2025-09-09,BENIN,,20,20,2,2.43055555555556,6,Benin,BENIN 20 20 2 Benin
2025-09-09,BENIN,,20,20,2,2.43055555555556,4,Benin,BENIN 20 20 2 Benin
2025-09-08,BENIN,NIGERIA,20,20,2,2.8673835125448,10,Benin,BENIN 20 20 2 NIGERIA Benin
2025-09-08,BENIN,STATE GOVERNOR,20,20,2,-7.14285714285715,4,Benin,BENIN 20 20 2 STATE GOVERNOR Benin
2025-03-05,BENIN,MUSLIM,20,20,2,8.42105263157896,5,Benin,BENIN 20 20 2 MUSLIM Benin
2025-03-05,BENIN,RESIDENTS,20,20,2,-8.43672456575686,2,Benin,BENIN 20 20 2 RESIDENTS Benin
2025-10-16,BENIN,,20,20,2,0.33003300330033,2,Benin,BENIN 20 20 2 Benin
2025-10-16,BENIN,GOVERNMENT,20,20,2,0.33003300330033,4,Benin,BENIN 20 20 2 GOVERNMENT Benin
2026-02-11,BENIN,,20,20,2,-2.63157894736842,10,Benin,BENIN 20 20 2 Benin
2026-02-11,BENIN,SCHOOL,20,20,2,-4.9469964664311,2,Benin,BENIN 20 20 2 SCHOOL Benin
2026-02-12,BENIN,STUDENT,20,20,2,-5.75757575757576,2,Benin,BENIN 20 20 2 STUDENT Benin
2026-02-12,BENIN,STUDENT,20,20,2,-5.75757575757576,3,Benin,BENIN 20 20 2 STUDENT Benin
2025-11-12,BENIN,,20,20,2,-5.80720092915215,4,Benin,BENIN 20 20 2 Benin
2025-11-12,BENIN,POLICE,20,20,2,-5.07246376811594,4,"Porga, Atakora, Benin","BENIN 20 20 2 POLICE Porga, Atakora, Benin"
2025-10-02,BENIN,GOVERNMENT,20,20,2,3.36134453781513,4,Benin,BENIN 20 20 2 GOVERNMENT Benin
2025-11-11,BENIN,,20,20,2,-0.839160839160829,4,Benin,BENIN 20 20 2 Benin
2025-11-11,BENIN,AFRICA,20,20,2,5.41310541310542,4,Benin,BENIN 20 20 2 AFRICA Benin
2026-04-12,BENIN,BURKINA FASO,30,30,3,-1.65289256198347,2,"Banikoara, Alibori, Benin","BENIN 30 30 3 BURKINA FASO Banikoara, Alibori, Benin"
2026-04-12,BENIN,NIGER,30,30,3,-1.65289256198347,2,"Banikoara, Alibori, Benin","BENIN 30 30 3 NIGER Banikoara, Alibori, Benin"
2026-04-12,BENIN,NIGER,30,30,3,-1.65289256198347,6,"Banikoara, Alibori, Benin","BENIN 30 30 3 NIGER Banikoara, Alibori, Benin"
2026-04-12,BENIN,BURKINA FASO,30,30,3,-1.65289256198347,8,"Banikoara, Alibori, Benin","BENIN 30 30 3 BURKINA FASO Banikoara, Alibori, Benin"
2026-04-12,BENIN,NIGER,30,30,3,-1.65289256198347,2,"Banikoara, Alibori, Benin","BENIN 30 30 3 NIGER Banikoara, Alibori, Benin"
2026-04-16,BENIN,NIGERIA,30,30,3,7.37327188940092,1,Benin,BENIN 30 30 3 NIGERIA Benin
2026-04-16,BENIN,NIGERIA,30,30,3,7.37327188940092,1,Benin,BENIN 30 30 3 NIGERIA Benin
2026-04-25,BENIN,,30,30,3,5.0314465408805,20,Benin,BENIN 30 30 3 Benin
2025-01-05,BENIN,,30,30,3,0.8130081300813,10,Benin,BENIN 30 30 3 Benin
2026-01-15,BENIN,AFRICA,30,30,3,-0.60975609756098,4,"Ouidah, Atlantique, Benin","BENIN 30 30 3 AFRICA Ouidah, Atlantique, Benin"
2025-11-08,BENIN,BENIN,30,30,3,5.11904761904762,2,Benin,BENIN 30 30 3 BENIN Benin
2025-08-03,BENIN,,30,30,3,2.6378896882494,7,Benin,BENIN 30 30 3 Benin
2025-08-03,COTONOU,MINIST,30,30,3,2.6378896882494,5,Benin,COTONOU 30 30 3 MINIST Benin
2025-01-01,BENIN,,30,30,3,-7.90123456790123,4,Benin,BENIN 30 30 3 Benin
2025-01-01,BENIN,,30,30,3,-7.90123456790123,1,Benin,BENIN 30 30 3 Benin
2025-05-28,BENIN,POLICE FORCE,30,30,3,-7.18562874251497,4,Benin,BENIN 30 30 3 POLICE FORCE Benin
2026-04-08,BENIN,BENIN CITY,30,30,3,3.0,1,Benin,BENIN 30 30 3 BENIN CITY Benin
2025-01-12,BENIN,,30,30,3,-3.44827586206897,2,Benin,BENIN 30 30 3 Benin
2026-01-23,BENIN,,30,30,3,0.26246719160105,10,Benin,BENIN 30 30 3 Benin
2025-01-03,BENIN,DEFECTOR,30,30,3,-0.45781556572924,2,Benin,BENIN 30 30 3 DEFECTOR Benin
2025-01-03,BENIN,RULING PARTY,30,30,3,1.81761183736167,7,Benin,BENIN 30 30 3 RULING PARTY Benin
2026-01-09,BENIN,CRIMINAL,30,30,3,-6.43086816720257,4,Benin,BENIN 30 30 3 CRIMINAL Benin
2025-04-05,BENIN,MINIST,30,30,3,1.875,2,Benin,BENIN 30 30 3 MINIST Benin
