Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventBaseCode,EventRootCode,GoldsteinScale,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,date,annee,mois,mois_label,semaine,event_label,sentiment
MP OF THE OPPOSITION,Inconnu,Inconnu,Inconnu,173,173,17,-5.0,10,-8.06451612903222,Benin,BN,9.5,2.25,https://www.ouestaf.com/benin-un-depute-de-lopposition-ecroue-pour-un-message-sur-whatsapp/,2025-12-27,2025,12,Dec 2025,52,Coercition,négatif
PRESIDENT,Inconnu,Inconnu,Inconnu,193,193,19,-10.0,10,1.95121951219512,Benin,BN,9.5,2.25,https://biz.heraldcorp.com/article/10631322,2025-12-07,2025,12,Dec 2025,49,Violence de masse,positif
AUTHORITIES,Inconnu,Inconnu,Inconnu,173,173,17,-5.0,10,-6.48535564853556,"Porto-Novo, Qué, Benin",BN,6.48333,2.61667,https://www.tell.ng/benin-coup-attempt-crushed-in-hours-after-soldiers-seize-state-tv-and-declare-president-talon-overthrown-shocking-footage-goes-viral/,2025-12-07,2025,12,Dec 2025,49,Coercition,négatif
MILITARY,Inconnu,Inconnu,Inconnu,193,193,19,-10.0,10,-1.96078431372549,Benin,BN,9.5,2.25,https://www.bfm.ru/news/591928,2025-12-07,2025,12,Dec 2025,49,Violence de masse,négatif
AFRICA,AFR,Inconnu,Inconnu,193,193,19,-10.0,10,-3.58422939068101,Benin,BN,9.5,2.25,https://www.237online.com/benin-tentative-coup-etat-7-decembre-union-africaine-condamne/,2025-12-07,2025,12,Dec 2025,49,Violence de masse,négatif
ARMY,Inconnu,Inconnu,Inconnu,62,62,6,7.4,10,-1.80878552971576,Benin,BN,9.5,2.25,https://www.yahoo.com/news/articles/soldiers-benin-seized-power-president-091147521.html,2025-12-07,2025,12,Dec 2025,49,Coopération matérielle,négatif
PRESIDENT,Inconnu,Inconnu,Inconnu,831,83,8,5.0,10,1.95121951219512,Benin,BN,9.5,2.25,https://biz.heraldcorp.com/article/10631322,2025-12-07,2025,12,Dec 2025,49,Accord / Coopération,positif
REBEL,Inconnu,Inconnu,Inconnu,173,173,17,-5.0,10,-6.89655172413793,Benin,BN,9.5,2.25,https://tass.com/world/2054949,2025-12-07,2025,12,Dec 2025,49,Coercition,négatif
AFRICA,AFR,Inconnu,Inconnu,10,10,1,0.0,10,-3.83333333333333,Benin,BN,9.5,2.25,https://www.diariosigloxxi.com/texto-ep/mostrar/20251207141009/ua-condena-forma-firme-e-inequivoca-intento-golpe-estado-militar-benin,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,négatif
OPPOSITION PARTY,Inconnu,Inconnu,Inconnu,129,129,12,-5.0,10,-3.87096774193549,Benin,BN,9.5,2.25,https://www.dw.com/es/trece-detenidos-tras-fallido-golpe-de-estado-en-ben%C3%ADn/a-75052249,2025-12-07,2025,12,Dec 2025,49,Rejet / Refus,négatif
TELEVISION,Inconnu,Inconnu,Inconnu,10,10,1,0.0,10,0.0,Benin,BN,9.5,2.25,https://nos.nl/artikel/2593553-regering-benin-couppoging-verijdeld-situatie-onder-controle,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,neutre
Inconnu,Inconnu,COMMANDER,Inconnu,190,190,19,-10.0,10,-3.28282828282828,Benin,BN,9.5,2.25,https://www.jeuneafrique.com/1749307/politique/benin-tentative-de-putsch-et-explosion-de-fake-news/,2025-12-13,2025,12,Dec 2025,50,Violence de masse,négatif
PROFESSOR,Inconnu,AFRICA,AFR,60,60,6,6.0,8,-2.33826968043648,Benin,BN,9.5,2.25,https://www.arise.tv/__trashed-58/,2025-12-13,2025,12,Dec 2025,50,Coopération matérielle,négatif
NIGERIAN,NGA,BURKINA FASO,BFA,42,42,4,1.9,8,-0.42000763650248,Benin,BN,9.5,2.25,https://dailytrust.com/west-africa-unrest-tests-nigeria/,2025-12-13,2025,12,Dec 2025,50,Consultation,neutre
BENIN,BEN,Inconnu,Inconnu,154,154,15,-7.2,8,-1.09890109890109,Benin,BN,9.5,2.25,https://www.lemonde.fr/afrique/article/2025/12/07/apres-la-tentative-de-coup-d-etat-au-benin-le-nigeria-a-frappe-des-cibles-a-cotonou_6656406_3212.html,2025-12-07,2025,12,Dec 2025,49,Force non militaire,négatif
FRENCH,FRA,Inconnu,Inconnu,43,43,4,2.8,8,0.0,Benin,BN,9.5,2.25,https://www.zazoom.it/2025-12-07/benin-militari-annunciano-golpe-ma-fonti-vicine-al-presidente-esercito-regolare-sta-riprendendo-il-controllo/18275762/,2025-12-07,2025,12,Dec 2025,49,Consultation,neutre
LIEUTENANT COLONEL,Inconnu,BENIN,BEN,190,190,19,-10.0,8,-9.76800976800972,Benin,BN,9.5,2.25,https://www.firstpost.com/world/2025-year-ender-how-coups-conflicts-and-fragile-truces-disrupted-the-global-order-in-2025-ws-e-13937702.html,2025-12-31,2025,12,Dec 2025,1,Violence de masse,négatif
BENIN,BEN,Inconnu,Inconnu,181,181,18,-9.0,8,-7.18232044198895,Benin,BN,9.5,2.25,https://www.vesti.ru/article/4816591,2025-12-07,2025,12,Dec 2025,49,Assaut,négatif
CONGO,COG,Inconnu,Inconnu,30,30,3,4.0,8,0.71428571428571,Benin,BN,9.5,2.25,https://maliactu.net/le-benin-decroche-sa-premiere-victoire-face-au-botswana/,2025-12-27,2025,12,Dec 2025,52,Coopération,neutre
